Elukoht;isikute_arv_arvut;isikute_arv;vanus_0_14;vanus_15_64;vanus_65;Seisund_hoivatu;Seisund_oppur
1kmN6442E0684;15;15;3;9;3;;
1kmN6451E0527;15;15;3;10;2;;
1kmN6452E0668;15;15;3;9;3;;
1kmN6459E0631;15;15;3;11;1;;
1kmN6460E0669;15;15;3;10;2;;
1kmN6464E0405;15;15;3;11;1;;
1kmN6466E0422;15;15;3;9;3;;
1kmN6472E0602;15;15;3;10;2;;
1kmN6481E0417;15;15;3;8;4;;
1kmN6482E0596;15;15;3;10;2;;
1kmN6485E0593;15;15;3;10;2;;
1kmN6486E0595;15;15;3;9;3;;
1kmN6486E0660;15;15;3;11;1;;
1kmN6486E0668;15;15;3;8;4;;
1kmN6489E0404;15;15;3;7;5;;
1kmN6494E0661;15;15;3;8;4;;
1kmN6498E0453;15;15;3;9;3;;
1kmN6504E0679;15;15;3;10;2;;
1kmN6505E0611;15;15;3;10;2;;
1kmN6506E0617;15;15;3;11;1;;
1kmN6508E0635;15;15;3;12;0;;
1kmN6509E0660;15;15;3;9;3;;
1kmN6511E0521;15;15;3;10;2;;
1kmN6519E0422;15;15;3;10;2;;
1kmN6522E0634;15;15;3;9;3;;
1kmN6525E0442;15;15;3;10;2;;
1kmN6525E0598;15;15;3;9;3;;
1kmN6527E0469;15;15;3;10;2;;
1kmN6537E0620;15;15;3;9;3;;
1kmN6539E0635;15;15;3;9;3;;
1kmN6540E0590;15;15;3;9;3;;
1kmN6548E0551;15;15;3;9;3;;
1kmN6553E0554;15;15;3;7;5;;
1kmN6553E0649;15;15;3;12;0;;
1kmN6554E0689;15;15;3;9;3;;
1kmN6556E0548;15;15;3;7;5;;
1kmN6558E0597;15;15;3;9;3;;
1kmN6570E0561;15;15;3;8;4;;
1kmN6572E0529;15;15;3;11;1;;
1kmN6576E0537;15;15;3;10;2;;
1kmN6576E0639;15;15;3;9;3;;
1kmN6577E0519;15;15;3;10;2;;
1kmN6580E0519;15;15;3;8;4;;
1kmN6588E0647;15;15;3;8;4;;
1kmN6591E0590;15;15;3;11;1;;
1kmN6607E0590;15;15;3;9;3;;
1kmN6608E0584;15;15;3;9;3;;
1kmN6392E0637;15;15;4;8;3;;
1kmN6402E0681;15;15;4;9;2;;
1kmN6406E0690;15;15;4;10;1;;
1kmN6415E0671;15;15;4;8;3;;
1kmN6418E0660;15;15;4;8;3;;
1kmN6429E0705;15;15;4;11;0;;
1kmN6431E0599;15;15;4;8;3;;
1kmN6431E0629;15;15;4;8;3;;
1kmN6441E0532;15;15;4;9;2;;
1kmN6441E0678;15;15;4;10;1;;
1kmN6444E0616;15;15;4;9;2;;
1kmN6450E0640;15;15;4;11;0;;
1kmN6451E0630;15;15;4;9;2;;
1kmN6453E0612;15;15;4;5;6;;
1kmN6455E0661;15;15;4;9;2;;
1kmN6457E0681;15;15;4;6;5;;
1kmN6459E0661;15;15;4;10;1;;
1kmN6462E0635;15;15;4;6;5;;
1kmN6466E0577;15;15;4;10;1;;
1kmN6467E0501;15;15;4;7;4;;
1kmN6474E0441;15;15;4;9;2;;
1kmN6475E0437;15;15;4;10;1;;
1kmN6475E0674;15;15;4;8;3;;
1kmN6480E0444;15;15;4;11;0;;
1kmN6481E0597;15;15;4;11;0;;
1kmN6484E0656;15;15;4;8;3;;
1kmN6500E0681;15;15;4;7;4;;
1kmN6510E0587;15;15;4;11;0;;
1kmN6536E0617;15;15;4;10;1;;
1kmN6536E0620;15;15;4;9;2;;
1kmN6537E0435;15;15;4;7;4;;
1kmN6541E0630;15;15;4;9;2;;
1kmN6553E0550;15;15;4;8;3;;
1kmN6558E0473;15;15;4;8;3;;
1kmN6561E0545;15;15;4;10;1;;
1kmN6561E0633;15;15;4;10;1;;
1kmN6564E0605;15;15;4;8;3;;
1kmN6565E0604;15;15;4;10;1;;
1kmN6572E0519;15;15;4;8;3;;
1kmN6582E0615;15;15;4;8;3;;
1kmN6584E0646;15;15;4;2;9;;
1kmN6588E0584;15;15;4;11;0;;
1kmN6592E0570;15;15;4;10;1;;
1kmN6595E0583;15;15;4;10;1;;
1kmN6595E0633;15;15;4;9;2;;
1kmN6606E0619;15;15;4;8;3;;
1kmN6608E0588;15;15;4;11;0;;
1kmN6429E0664;15;15;5;6;4;;
1kmN6435E0710;15;15;5;9;1;;
1kmN6442E0581;15;15;5;10;0;;
1kmN6454E0652;15;15;5;9;1;;
1kmN6455E0637;15;15;5;9;1;;
1kmN6456E0507;15;15;5;4;6;;
1kmN6474E0597;15;15;5;7;3;;
1kmN6486E0589;15;15;5;9;1;;
1kmN6487E0665;15;15;5;9;1;;
1kmN6502E0651;15;15;5;9;1;;
1kmN6503E0678;15;15;5;10;0;;
1kmN6508E0610;15;15;5;7;3;;
1kmN6523E0550;15;15;5;9;1;;
1kmN6532E0524;15;15;5;8;2;;
1kmN6533E0535;15;15;5;8;2;;
1kmN6536E0616;15;15;5;8;2;;
1kmN6550E0638;15;15;5;8;2;;
1kmN6558E0528;15;15;5;6;4;;
1kmN6558E0567;15;15;5;9;1;;
1kmN6560E0536;15;15;5;9;1;;
1kmN6561E0539;15;15;5;9;1;;
1kmN6569E0525;15;15;5;7;3;;
1kmN6576E0624;15;15;5;10;0;;
1kmN6603E0544;15;15;5;10;0;;
1kmN6423E0660;15;15;6;6;3;;
1kmN6434E0661;15;15;6;8;1;;
1kmN6434E0715;15;15;6;8;1;;
1kmN6435E0629;15;15;6;8;1;;
1kmN6453E0543;15;15;6;9;0;;
1kmN6478E0673;15;15;6;8;1;;
1kmN6486E0636;15;15;6;9;0;;
1kmN6495E0560;15;15;6;7;2;;
1kmN6509E0614;15;15;6;8;1;;
1kmN6512E0652;15;15;6;9;0;;
1kmN6557E0632;15;15;6;7;2;;
1kmN6570E0540;15;15;6;9;0;;
1kmN6573E0639;15;15;6;9;0;;
1kmN6577E0614;15;15;6;8;1;;
1kmN6589E0572;15;15;6;7;2;;
1kmN6444E0558;15;15;7;4;4;;
1kmN6585E0515;15;15;7;6;2;;
1kmN6586E0620;15;15;7;7;1;;
1kmN6586E0736;15;15;7;8;0;;
1kmN6406E0694;15;15;8;6;1;;
1kmN6526E0522;15;15;8;7;0;;
1kmN6563E0646;15;15;8;7;0;;
1kmN6418E0713;14;14;0;11;3;;
1kmN6420E0620;14;14;0;12;2;;
1kmN6422E0635;14;14;0;12;2;;
1kmN6422E0653;14;14;0;12;2;;
1kmN6423E0724;14;14;0;10;4;;
1kmN6427E0613;14;14;0;11;3;;
1kmN6428E0382;14;14;0;10;4;;
1kmN6428E0590;14;14;0;10;4;;
1kmN6428E0698;14;14;0;9;5;;
1kmN6429E0668;14;14;0;11;3;;
1kmN6437E0650;14;14;0;9;5;;
1kmN6440E0621;14;14;0;7;7;;
1kmN6440E0711;14;14;0;10;4;;
1kmN6442E0556;14;14;0;10;4;;
1kmN6444E0701;14;14;0;10;4;;
1kmN6447E0641;14;14;0;10;4;;
1kmN6448E0576;14;14;0;11;3;;
1kmN6449E0600;14;14;0;9;5;;
1kmN6454E0388;14;14;0;9;5;;
1kmN6455E0424;14;14;0;9;5;;
1kmN6459E0512;14;14;0;11;3;;
1kmN6464E0637;14;14;0;8;6;;
1kmN6466E0590;14;14;0;13;1;;
1kmN6466E0593;14;14;0;13;1;;
1kmN6467E0584;14;14;0;12;2;;
1kmN6470E0423;14;14;0;8;6;;
1kmN6473E0520;14;14;0;11;3;;
1kmN6475E0593;14;14;0;9;5;;
1kmN6476E0587;14;14;0;10;4;;
1kmN6476E0696;14;14;0;8;6;;
1kmN6478E0393;14;14;0;9;5;;
1kmN6478E0531;14;14;0;9;5;;
1kmN6478E0534;14;14;0;8;6;;
1kmN6479E0510;14;14;0;13;1;;
1kmN6479E0593;14;14;0;9;5;;
1kmN6483E0429;14;14;0;12;2;;
1kmN6483E0587;14;14;0;12;2;;
1kmN6485E0420;14;14;0;10;4;;
1kmN6489E0458;14;14;0;11;3;;
1kmN6498E0530;14;14;0;13;1;;
1kmN6498E0627;14;14;0;11;3;;
1kmN6498E0683;14;14;0;10;4;;
1kmN6499E0635;14;14;0;10;4;;
1kmN6502E0678;14;14;0;9;5;;
1kmN6508E0412;14;14;0;12;2;;
1kmN6513E0623;14;14;0;10;4;;
1kmN6514E0499;14;14;0;10;4;;
1kmN6514E0524;14;14;0;8;6;;
1kmN6515E0527;14;14;0;8;6;;
1kmN6517E0659;14;14;0;11;3;;
1kmN6518E0425;14;14;0;9;5;;
1kmN6519E0411;14;14;0;12;2;;
1kmN6522E0602;14;14;0;12;2;;
1kmN6530E0564;14;14;0;9;5;;
1kmN6532E0486;14;14;0;9;5;;
1kmN6533E0672;14;14;0;9;5;;
1kmN6535E0635;14;14;0;11;3;;
1kmN6536E0535;14;14;0;10;4;;
1kmN6536E0625;14;14;0;11;3;;
1kmN6538E0539;14;14;0;7;7;;
1kmN6538E0674;14;14;0;8;6;;
1kmN6539E0429;14;14;0;13;1;;
1kmN6540E0662;14;14;0;10;4;;
1kmN6541E0552;14;14;0;10;4;;
1kmN6544E0549;14;14;0;12;2;;
1kmN6545E0553;14;14;0;10;4;;
1kmN6545E0599;14;14;0;13;1;;
1kmN6551E0558;14;14;0;11;3;;
1kmN6554E0650;14;14;0;10;4;;
1kmN6557E0621;14;14;0;13;1;;
1kmN6560E0471;14;14;0;9;5;;
1kmN6560E0547;14;14;0;13;1;;
1kmN6561E0571;14;14;0;11;3;;
1kmN6563E0505;14;14;0;11;3;;
1kmN6563E0606;14;14;0;10;4;;
1kmN6564E0571;14;14;0;9;5;;
1kmN6565E0481;14;14;0;12;2;;
1kmN6569E0509;14;14;0;11;3;;
1kmN6576E0699;14;14;0;11;3;;
1kmN6578E0640;14;14;0;11;3;;
1kmN6582E0529;14;14;0;10;4;;
1kmN6584E0529;14;14;0;5;9;;
1kmN6584E0582;14;14;0;10;4;;
1kmN6589E0628;14;14;0;11;3;;
1kmN6595E0596;14;14;0;12;2;;
1kmN6600E0606;14;14;0;8;6;;
1kmN6602E0624;14;14;0;8;6;;
1kmN6401E0685;14;14;1;9;4;;
1kmN6408E0677;14;14;1;8;5;;
1kmN6411E0676;14;14;1;12;1;;
1kmN6418E0671;14;14;1;12;1;;
1kmN6430E0642;14;14;1;9;4;;
1kmN6436E0686;14;14;1;9;4;;
1kmN6440E0630;14;14;1;11;2;;
1kmN6441E0498;14;14;1;11;2;;
1kmN6443E0679;14;14;1;12;1;;
1kmN6446E0585;14;14;1;9;4;;
1kmN6448E0704;14;14;1;13;0;;
1kmN6454E0610;14;14;1;11;2;;
1kmN6454E0679;14;14;1;12;1;;
1kmN6460E0424;14;14;1;11;2;;
1kmN6462E0516;14;14;1;10;3;;
1kmN6463E0576;14;14;1;11;2;;
1kmN6463E0637;14;14;1;10;3;;
1kmN6466E0569;14;14;1;9;4;;
1kmN6468E0516;14;14;1;11;2;;
1kmN6469E0584;14;14;1;10;3;;
1kmN6469E0597;14;14;1;11;2;;
1kmN6469E0602;14;14;1;11;2;;
1kmN6471E0676;14;14;1;9;4;;
1kmN6473E0612;14;14;1;12;1;;
1kmN6484E0445;14;14;1;9;4;;
1kmN6484E0589;14;14;1;9;4;;
1kmN6488E0541;14;14;1;7;6;;
1kmN6488E0660;14;14;1;12;1;;
1kmN6491E0499;14;14;1;9;4;;
1kmN6496E0453;14;14;1;8;5;;
1kmN6501E0558;14;14;1;11;2;;
1kmN6506E0648;14;14;1;10;3;;
1kmN6507E0419;14;14;1;8;5;;
1kmN6509E0603;14;14;1;10;3;;
1kmN6510E0626;14;14;1;7;6;;
1kmN6510E0656;14;14;1;10;3;;
1kmN6511E0662;14;14;1;9;4;;
1kmN6513E0524;14;14;1;11;2;;
1kmN6513E0635;14;14;1;12;1;;
1kmN6517E0636;14;14;1;10;3;;
1kmN6523E0512;14;14;1;9;4;;
1kmN6524E0435;14;14;1;9;4;;
1kmN6524E0658;14;14;1;11;2;;
1kmN6527E0492;14;14;1;10;3;;
1kmN6533E0655;14;14;1;13;0;;
1kmN6535E0615;14;14;1;11;2;;
1kmN6536E0490;14;14;1;13;0;;
1kmN6537E0432;14;14;1;7;6;;
1kmN6547E0676;14;14;1;5;8;;
1kmN6552E0540;14;14;1;11;2;;
1kmN6552E0629;14;14;1;11;2;;
1kmN6566E0579;14;14;1;12;1;;
1kmN6567E0491;14;14;1;12;1;;
1kmN6570E0634;14;14;1;9;4;;
1kmN6575E0631;14;14;1;10;3;;
1kmN6575E0650;14;14;1;12;1;;
1kmN6578E0532;14;14;1;11;2;;
1kmN6578E0671;14;14;1;10;3;;
1kmN6579E0699;14;14;1;10;3;;
1kmN6582E0715;14;14;1;7;6;;
1kmN6584E0527;14;14;1;12;1;;
1kmN6596E0588;14;14;1;11;2;;
1kmN6598E0648;14;14;1;12;1;;
1kmN6610E0611;14;14;1;7;6;;
1kmN6387E0640;14;14;2;8;4;;
1kmN6401E0684;14;14;2;10;2;;
1kmN6403E0640;14;14;2;7;5;;
1kmN6406E0629;14;14;2;12;0;;
1kmN6406E0670;14;14;2;9;3;;
1kmN6412E0674;14;14;2;9;3;;
1kmN6418E0702;14;14;2;8;4;;
1kmN6423E0663;14;14;2;9;3;;
1kmN6431E0610;14;14;2;10;2;;
1kmN6440E0635;14;14;2;11;1;;
1kmN6442E0583;14;14;2;9;3;;
1kmN6446E0641;14;14;2;10;2;;
1kmN6450E0543;14;14;2;11;1;;
1kmN6452E0609;14;14;2;9;3;;
1kmN6454E0540;14;14;2;11;1;;
1kmN6456E0423;14;14;2;9;3;;
1kmN6457E0649;14;14;2;7;5;;
1kmN6458E0538;14;14;2;8;4;;
1kmN6460E0593;14;14;2;7;5;;
1kmN6460E0661;14;14;2;10;2;;
1kmN6462E0646;14;14;2;10;2;;
1kmN6465E0595;14;14;2;8;4;;
1kmN6466E0515;14;14;2;9;3;;
1kmN6466E0591;14;14;2;11;1;;
1kmN6471E0442;14;14;2;9;3;;
1kmN6471E0638;14;14;2;5;7;;
1kmN6471E0650;14;14;2;11;1;;
1kmN6472E0401;14;14;2;10;2;;
1kmN6473E0402;14;14;2;9;3;;
1kmN6473E0600;14;14;2;9;3;;
1kmN6473E0681;14;14;2;9;3;;
1kmN6474E0580;14;14;2;11;1;;
1kmN6475E0422;14;14;2;8;4;;
1kmN6475E0589;14;14;2;9;3;;
1kmN6487E0608;14;14;2;9;3;;
1kmN6489E0531;14;14;2;11;1;;
1kmN6491E0454;14;14;2;4;8;;
1kmN6498E0524;14;14;2;10;2;;
1kmN6498E0536;14;14;2;7;5;;
1kmN6503E0473;14;14;2;10;2;;
1kmN6504E0612;14;14;2;10;2;;
1kmN6509E0674;14;14;2;7;5;;
1kmN6510E0610;14;14;2;7;5;;
1kmN6512E0511;14;14;2;9;3;;
1kmN6515E0414;14;14;2;8;4;;
1kmN6515E0424;14;14;2;8;4;;
1kmN6518E0432;14;14;2;8;4;;
1kmN6520E0418;14;14;2;8;4;;
1kmN6520E0484;14;14;2;3;9;;
1kmN6525E0529;14;14;2;9;3;;
1kmN6528E0521;14;14;2;6;6;;
1kmN6529E0540;14;14;2;10;2;;
1kmN6530E0649;14;14;2;10;2;;
1kmN6532E0551;14;14;2;9;3;;
1kmN6535E0614;14;14;2;8;4;;
1kmN6538E0595;14;14;2;8;4;;
1kmN6541E0559;14;14;2;11;1;;
1kmN6544E0613;14;14;2;8;4;;
1kmN6547E0612;14;14;2;9;3;;
1kmN6556E0528;14;14;2;7;5;;
1kmN6556E0650;14;14;2;7;5;;
1kmN6560E0537;14;14;2;9;3;;
1kmN6561E0520;14;14;2;9;3;;
1kmN6561E0622;14;14;2;10;2;;
1kmN6564E0599;14;14;2;9;3;;
1kmN6565E0529;14;14;2;10;2;;
1kmN6568E0631;14;14;2;9;3;;
1kmN6569E0614;14;14;2;10;2;;
1kmN6578E0669;14;14;2;8;4;;
1kmN6578E0684;14;14;2;11;1;;
1kmN6579E0556;14;14;2;10;2;;
1kmN6587E0719;14;14;2;10;2;;
1kmN6588E0574;14;14;2;8;4;;
1kmN6599E0609;14;14;2;8;4;;
1kmN6413E0698;14;14;3;11;0;;
1kmN6419E0685;14;14;3;10;1;;
1kmN6431E0682;14;14;3;6;5;;
1kmN6434E0647;14;14;3;11;0;;
1kmN6435E0646;14;14;3;8;3;;
1kmN6443E0529;14;14;3;8;3;;
1kmN6448E0690;14;14;3;9;2;;
1kmN6449E0528;14;14;3;9;2;;
1kmN6453E0679;14;14;3;10;1;;
1kmN6454E0653;14;14;3;10;1;;
1kmN6460E0429;14;14;3;8;3;;
1kmN6463E0383;14;14;3;10;1;;
1kmN6465E0640;14;14;3;6;5;;
1kmN6465E0664;14;14;3;10;1;;
1kmN6469E0660;14;14;3;10;1;;
1kmN6470E0412;14;14;3;8;3;;
1kmN6473E0651;14;14;3;8;3;;
1kmN6476E0666;14;14;3;9;2;;
1kmN6476E0671;14;14;3;10;1;;
1kmN6478E0597;14;14;3;10;1;;
1kmN6484E0587;14;14;3;8;3;;
1kmN6487E0640;14;14;3;9;2;;
1kmN6488E0591;14;14;3;9;2;;
1kmN6491E0423;14;14;3;9;2;;
1kmN6492E0507;14;14;3;7;4;;
1kmN6493E0647;14;14;3;11;0;;
1kmN6499E0538;14;14;3;10;1;;
1kmN6499E0639;14;14;3;9;2;;
1kmN6499E0654;14;14;3;10;1;;
1kmN6501E0619;14;14;3;8;3;;
1kmN6501E0635;14;14;3;8;3;;
1kmN6502E0607;14;14;3;11;0;;
1kmN6503E0565;14;14;3;5;6;;
1kmN6504E0529;14;14;3;7;4;;
1kmN6505E0557;14;14;3;11;0;;
1kmN6505E0574;14;14;3;10;1;;
1kmN6508E0669;14;14;3;9;2;;
1kmN6510E0577;14;14;3;8;3;;
1kmN6512E0585;14;14;3;10;1;;
1kmN6515E0636;14;14;3;8;3;;
1kmN6518E0411;14;14;3;8;3;;
1kmN6520E0646;14;14;3;9;2;;
1kmN6524E0443;14;14;3;9;2;;
1kmN6527E0583;14;14;3;7;4;;
1kmN6529E0482;14;14;3;6;5;;
1kmN6531E0511;14;14;3;8;3;;
1kmN6534E0483;14;14;3;10;1;;
1kmN6534E0488;14;14;3;10;1;;
1kmN6539E0561;14;14;3;10;1;;
1kmN6545E0530;14;14;3;8;3;;
1kmN6551E0522;14;14;3;11;0;;
1kmN6553E0538;14;14;3;10;1;;
1kmN6554E0649;14;14;3;11;0;;
1kmN6558E0694;14;14;3;7;4;;
1kmN6560E0633;14;14;3;11;0;;
1kmN6562E0538;14;14;3;8;3;;
1kmN6563E0553;14;14;3;8;3;;
1kmN6566E0537;14;14;3;8;3;;
1kmN6567E0495;14;14;3;9;2;;
1kmN6568E0515;14;14;3;7;4;;
1kmN6569E0598;14;14;3;7;4;;
1kmN6571E0569;14;14;3;11;0;;
1kmN6579E0527;14;14;3;9;2;;
1kmN6581E0651;14;14;3;9;2;;
1kmN6587E0623;14;14;3;8;3;;
1kmN6589E0588;14;14;3;10;1;;
1kmN6592E0563;14;14;3;7;4;;
1kmN6594E0587;14;14;3;9;2;;
1kmN6598E0628;14;14;3;6;5;;
1kmN6604E0612;14;14;3;8;3;;
1kmN6388E0664;14;14;4;7;3;;
1kmN6401E0698;14;14;4;10;0;;
1kmN6406E0697;14;14;4;8;2;;
1kmN6412E0693;14;14;4;9;1;;
1kmN6432E0528;14;14;4;8;2;;
1kmN6436E0547;14;14;4;8;2;;
1kmN6460E0537;14;14;4;8;2;;
1kmN6464E0650;14;14;4;8;2;;
1kmN6467E0511;14;14;4;9;1;;
1kmN6471E0514;14;14;4;6;4;;
1kmN6472E0601;14;14;4;8;2;;
1kmN6474E0525;14;14;4;10;0;;
1kmN6475E0654;14;14;4;10;0;;
1kmN6478E0428;14;14;4;7;3;;
1kmN6480E0544;14;14;4;6;4;;
1kmN6481E0456;14;14;4;9;1;;
1kmN6484E0443;14;14;4;7;3;;
1kmN6493E0454;14;14;4;6;4;;
1kmN6495E0568;14;14;4;10;0;;
1kmN6495E0660;14;14;4;6;4;;
1kmN6509E0546;14;14;4;7;3;;
1kmN6530E0559;14;14;4;8;2;;
1kmN6539E0484;14;14;4;8;2;;
1kmN6544E0589;14;14;4;10;0;;
1kmN6545E0527;14;14;4;7;3;;
1kmN6545E0544;14;14;4;9;1;;
1kmN6551E0594;14;14;4;10;0;;
1kmN6553E0613;14;14;4;10;0;;
1kmN6559E0538;14;14;4;10;0;;
1kmN6562E0521;14;14;4;8;2;;
1kmN6575E0625;14;14;4;9;1;;
1kmN6577E0574;14;14;4;7;3;;
1kmN6580E0651;14;14;4;5;5;;
1kmN6583E0641;14;14;4;7;3;;
1kmN6590E0574;14;14;4;10;0;;
1kmN6596E0621;14;14;4;8;2;;
1kmN6597E0599;14;14;4;9;1;;
1kmN6599E0594;14;14;4;9;1;;
1kmN6403E0639;14;14;5;7;2;;
1kmN6403E0674;14;14;5;5;4;;
1kmN6405E0677;14;14;5;7;2;;
1kmN6405E0690;14;14;5;9;0;;
1kmN6443E0630;14;14;5;8;1;;
1kmN6445E0658;14;14;5;6;3;;
1kmN6458E0660;14;14;5;7;2;;
1kmN6467E0590;14;14;5;8;1;;
1kmN6469E0671;14;14;5;7;2;;
1kmN6471E0640;14;14;5;8;1;;
1kmN6475E0587;14;14;5;6;3;;
1kmN6487E0535;14;14;5;8;1;;
1kmN6491E0475;14;14;5;7;2;;
1kmN6496E0553;14;14;5;7;2;;
1kmN6499E0592;14;14;5;8;1;;
1kmN6501E0525;14;14;5;8;1;;
1kmN6501E0632;14;14;5;9;0;;
1kmN6519E0481;14;14;5;6;3;;
1kmN6522E0654;14;14;5;9;0;;
1kmN6535E0624;14;14;5;6;3;;
1kmN6538E0453;14;14;5;9;0;;
1kmN6560E0568;14;14;5;7;2;;
1kmN6571E0610;14;14;5;7;2;;
1kmN6572E0531;14;14;5;9;0;;
1kmN6573E0517;14;14;5;5;4;;
1kmN6576E0615;14;14;5;7;2;;
1kmN6576E0629;14;14;5;6;3;;
1kmN6576E0638;14;14;5;9;0;;
1kmN6581E0531;14;14;5;9;0;;
1kmN6583E0690;14;14;5;9;0;;
1kmN6584E0532;14;14;5;7;2;;
1kmN6584E0638;14;14;5;7;2;;
1kmN6587E0554;14;14;5;7;2;;
1kmN6593E0578;14;14;5;5;4;;
1kmN6405E0624;14;14;6;6;2;;
1kmN6429E0644;14;14;6;5;3;;
1kmN6458E0590;14;14;6;8;0;;
1kmN6477E0616;14;14;6;8;0;;
1kmN6502E0555;14;14;6;8;0;;
1kmN6505E0644;14;14;6;6;2;;
1kmN6518E0431;14;14;6;7;1;;
1kmN6534E0595;14;14;6;8;0;;
1kmN6550E0652;14;14;6;6;2;;
1kmN6558E0599;14;14;6;8;0;;
1kmN6559E0631;14;14;6;7;1;;
1kmN6581E0517;14;14;6;7;1;;
1kmN6585E0646;14;14;6;3;5;;
1kmN6597E0590;14;14;6;6;2;;
1kmN6485E0679;14;14;7;6;1;;
1kmN6496E0495;14;14;7;5;2;;
1kmN6500E0657;14;14;7;6;1;;
1kmN6516E0554;14;14;7;7;0;;
1kmN6526E0530;14;14;7;7;0;;
1kmN6423E0620;14;14;8;4;2;;
1kmN6385E0651;13;13;0;11;2;;
1kmN6399E0662;13;13;0;9;4;;
1kmN6400E0635;13;13;0;9;4;;
1kmN6404E0659;13;13;0;7;6;;
1kmN6417E0685;13;13;0;9;4;;
1kmN6419E0678;13;13;0;9;4;;
1kmN6421E0706;13;13;0;7;6;;
1kmN6425E0666;13;13;0;9;4;;
1kmN6427E0612;13;13;0;12;1;;
1kmN6427E0648;13;13;0;8;5;;
1kmN6431E0630;13;13;0;8;5;;
1kmN6432E0644;13;13;0;11;2;;
1kmN6432E0673;13;13;0;11;2;;
1kmN6433E0696;13;13;0;10;3;;
1kmN6443E0396;13;13;0;8;5;;
1kmN6443E0587;13;13;0;11;2;;
1kmN6444E0660;13;13;0;10;3;;
1kmN6446E0533;13;13;0;10;3;;
1kmN6449E0636;13;13;0;5;8;;
1kmN6457E0612;13;13;0;12;1;;
1kmN6457E0635;13;13;0;8;5;;
1kmN6461E0626;13;13;0;10;3;;
1kmN6469E0582;13;13;0;10;3;;
1kmN6475E0653;13;13;0;7;6;;
1kmN6479E0442;13;13;0;13;0;;
1kmN6479E0656;13;13;0;12;1;;
1kmN6480E0411;13;13;0;11;2;;
1kmN6480E0597;13;13;0;11;2;;
1kmN6482E0448;13;13;0;10;3;;
1kmN6483E0428;13;13;0;7;6;;
1kmN6484E0452;13;13;0;10;3;;
1kmN6490E0460;13;13;0;10;3;;
1kmN6493E0661;13;13;0;9;4;;
1kmN6494E0460;13;13;0;10;3;;
1kmN6499E0482;13;13;0;7;6;;
1kmN6500E0623;13;13;0;9;4;;
1kmN6500E0646;13;13;0;12;1;;
1kmN6503E0569;13;13;0;10;3;;
1kmN6504E0619;13;13;0;6;7;;
1kmN6505E0655;13;13;0;9;4;;
1kmN6506E0637;13;13;0;7;6;;
1kmN6506E0643;13;13;0;9;4;;
1kmN6507E0651;13;13;0;11;2;;
1kmN6508E0663;13;13;0;10;3;;
1kmN6511E0519;13;13;0;11;2;;
1kmN6512E0623;13;13;0;11;2;;
1kmN6515E0415;13;13;0;7;6;;
1kmN6515E0430;13;13;0;5;8;;
1kmN6516E0431;13;13;0;9;4;;
1kmN6516E0648;13;13;0;9;4;;
1kmN6522E0632;13;13;0;10;3;;
1kmN6523E0411;13;13;0;8;5;;
1kmN6529E0541;13;13;0;8;5;;
1kmN6530E0396;13;13;0;8;5;;
1kmN6530E0540;13;13;0;7;6;;
1kmN6535E0415;13;13;0;10;3;;
1kmN6535E0484;13;13;0;11;2;;
1kmN6535E0633;13;13;0;12;1;;
1kmN6536E0428;13;13;0;9;4;;
1kmN6536E0549;13;13;0;11;2;;
1kmN6537E0525;13;13;0;11;2;;
1kmN6543E0455;13;13;0;9;4;;
1kmN6543E0591;13;13;0;8;5;;
1kmN6545E0695;13;13;0;5;8;;
1kmN6546E0700;13;13;0;11;2;;
1kmN6548E0552;13;13;0;13;0;;
1kmN6548E0650;13;13;0;9;4;;
1kmN6549E0472;13;13;0;8;5;;
1kmN6551E0597;13;13;0;12;1;;
1kmN6554E0517;13;13;0;9;4;;
1kmN6555E0534;13;13;0;10;3;;
1kmN6557E0609;13;13;0;11;2;;
1kmN6571E0634;13;13;0;6;7;;
1kmN6573E0636;13;13;0;10;3;;
1kmN6574E0693;13;13;0;9;4;;
1kmN6578E0619;13;13;0;13;0;;
1kmN6579E0644;13;13;0;11;2;;
1kmN6580E0641;13;13;0;10;3;;
1kmN6584E0621;13;13;0;5;8;;
1kmN6589E0621;13;13;0;10;3;;
1kmN6590E0725;13;13;0;10;3;;
1kmN6393E0690;13;13;1;11;1;;
1kmN6402E0686;13;13;1;9;3;;
1kmN6402E0691;13;13;1;9;3;;
1kmN6403E0644;13;13;1;10;2;;
1kmN6403E0675;13;13;1;11;1;;
1kmN6406E0673;13;13;1;10;2;;
1kmN6414E0701;13;13;1;10;2;;
1kmN6418E0668;13;13;1;5;7;;
1kmN6423E0666;13;13;1;8;4;;
1kmN6431E0612;13;13;1;8;4;;
1kmN6432E0679;13;13;1;10;2;;
1kmN6433E0386;13;13;1;10;2;;
1kmN6438E0700;13;13;1;8;4;;
1kmN6439E0712;13;13;1;5;7;;
1kmN6441E0661;13;13;1;8;4;;
1kmN6443E0637;13;13;1;10;2;;
1kmN6444E0689;13;13;1;9;3;;
1kmN6445E0528;13;13;1;11;1;;
1kmN6447E0648;13;13;1;9;3;;
1kmN6452E0590;13;13;1;7;5;;
1kmN6453E0656;13;13;1;9;3;;
1kmN6457E0607;13;13;1;6;6;;
1kmN6458E0420;13;13;1;9;3;;
1kmN6461E0514;13;13;1;8;4;;
1kmN6463E0602;13;13;1;12;0;;
