Elukoht;isikute_arv_arvut;isikute_arv;vanus_0_14;vanus_15_64;vanus_65;Seisund_hoivatu;Seisund_oppur
1kmN6470E0382;3;3;1;1;1;;
1kmN6470E0545;3;3;1;2;0;;
1kmN6471E0506;3;3;1;2;0;;
1kmN6472E0385;3;3;1;2;0;;
1kmN6472E0397;3;3;1;2;0;;
1kmN6474E0578;3;3;1;2;0;;
1kmN6474E0681;3;3;1;2;0;;
1kmN6475E0571;3;3;1;2;0;;
1kmN6477E0402;3;3;1;2;0;;
1kmN6478E0652;3;3;1;2;0;;
1kmN6480E0382;3;3;1;2;0;;
1kmN6480E0601;3;3;1;2;0;;
1kmN6481E0658;3;3;1;2;0;;
1kmN6482E0621;3;3;1;2;0;;
1kmN6483E0670;3;3;1;2;0;;
1kmN6484E0399;3;3;1;2;0;;
1kmN6485E0422;3;3;1;2;0;;
1kmN6486E0535;3;3;1;2;0;;
1kmN6486E0542;3;3;1;2;0;;
1kmN6487E0446;3;3;1;1;1;;
1kmN6487E0672;3;3;1;2;0;;
1kmN6487E0673;3;3;1;1;1;;
1kmN6488E0459;3;3;1;2;0;;
1kmN6489E0497;3;3;1;1;1;;
1kmN6491E0424;3;3;1;1;1;;
1kmN6491E0568;3;3;1;2;0;;
1kmN6491E0644;3;3;1;2;0;;
1kmN6492E0416;3;3;1;2;0;;
1kmN6494E0660;3;3;1;2;0;;
1kmN6500E0634;3;3;1;2;0;;
1kmN6504E0574;3;3;1;2;0;;
1kmN6507E0605;3;3;1;2;0;;
1kmN6507E0671;3;3;1;2;0;;
1kmN6508E0494;3;3;1;2;0;;
1kmN6508E0671;3;3;1;2;0;;
1kmN6509E0572;3;3;1;2;0;;
1kmN6509E0662;3;3;1;2;0;;
1kmN6510E0535;3;3;1;1;1;;
1kmN6512E0510;3;3;1;1;1;;
1kmN6512E0655;3;3;1;2;0;;
1kmN6512E0664;3;3;1;2;0;;
1kmN6515E0552;3;3;1;2;0;;
1kmN6516E0490;3;3;1;2;0;;
1kmN6516E0514;3;3;1;2;0;;
1kmN6517E0615;3;3;1;2;0;;
1kmN6520E0515;3;3;1;2;0;;
1kmN6520E0570;3;3;1;2;0;;
1kmN6523E0520;3;3;1;2;0;;
1kmN6524E0476;3;3;1;2;0;;
1kmN6524E0531;3;3;1;1;1;;
1kmN6526E0541;3;3;1;2;0;;
1kmN6528E0608;3;3;1;2;0;;
1kmN6529E0562;3;3;1;2;0;;
1kmN6530E0511;3;3;1;2;0;;
1kmN6531E0553;3;3;1;2;0;;
1kmN6532E0618;3;3;1;2;0;;
1kmN6533E0571;3;3;1;2;0;;
1kmN6534E0623;3;3;1;1;1;;
1kmN6535E0530;3;3;1;1;1;;
1kmN6535E0551;3;3;1;2;0;;
1kmN6535E0598;3;3;1;2;0;;
1kmN6535E0610;3;3;1;2;0;;
1kmN6535E0637;3;3;1;2;0;;
1kmN6536E0489;3;3;1;2;0;;
1kmN6536E0516;3;3;1;2;0;;
1kmN6537E0576;3;3;1;2;0;;
1kmN6538E0480;3;3;1;2;0;;
1kmN6539E0676;3;3;1;2;0;;
1kmN6542E0466;3;3;1;2;0;;
1kmN6543E0524;3;3;1;2;0;;
1kmN6543E0567;3;3;1;2;0;;
1kmN6546E0492;3;3;1;2;0;;
1kmN6548E0599;3;3;1;2;0;;
1kmN6548E0612;3;3;1;2;0;;
1kmN6550E0521;3;3;1;2;0;;
1kmN6551E0512;3;3;1;2;0;;
1kmN6551E0600;3;3;1;2;0;;
1kmN6554E0508;3;3;1;2;0;;
1kmN6554E0533;3;3;1;2;0;;
1kmN6554E0535;3;3;1;2;0;;
1kmN6555E0631;3;3;1;2;0;;
1kmN6556E0533;3;3;1;1;1;;
1kmN6556E0541;3;3;1;2;0;;
1kmN6558E0515;3;3;1;2;0;;
1kmN6558E0569;3;3;1;2;0;;
1kmN6558E0617;3;3;1;2;0;;
1kmN6559E0507;3;3;1;2;0;;
1kmN6559E0612;3;3;1;2;0;;
1kmN6560E0593;3;3;1;2;0;;
1kmN6561E0629;3;3;1;2;0;;
1kmN6562E0509;3;3;1;2;0;;
1kmN6563E0550;3;3;1;2;0;;
1kmN6567E0498;3;3;1;2;0;;
1kmN6567E0506;3;3;1;2;0;;
1kmN6567E0582;3;3;1;2;0;;
1kmN6567E0631;3;3;1;2;0;;
1kmN6570E0627;3;3;1;2;0;;
1kmN6571E0541;3;3;1;2;0;;
1kmN6571E0546;3;3;1;2;0;;
1kmN6574E0683;3;3;1;1;1;;
1kmN6575E0533;3;3;1;2;0;;
1kmN6575E0644;3;3;1;2;0;;
1kmN6576E0643;3;3;1;2;0;;
1kmN6578E0612;3;3;1;2;0;;
1kmN6579E0519;3;3;1;2;0;;
1kmN6580E0571;3;3;1;1;1;;
1kmN6581E0545;3;3;1;2;0;;
1kmN6581E0580;3;3;1;2;0;;
1kmN6582E0649;3;3;1;2;0;;
1kmN6582E0690;3;3;1;2;0;;
1kmN6584E0521;3;3;1;2;0;;
1kmN6584E0711;3;3;1;2;0;;
1kmN6585E0525;3;3;1;2;0;;
1kmN6585E0614;3;3;1;1;1;;
1kmN6585E0684;3;3;1;2;0;;
1kmN6586E0525;3;3;1;2;0;;
1kmN6589E0710;3;3;1;2;0;;
1kmN6590E0632;3;3;1;2;0;;
1kmN6590E0667;3;3;1;1;1;;
1kmN6590E0723;3;3;1;2;0;;
1kmN6593E0725;3;3;1;2;0;;
1kmN6594E0635;3;3;1;2;0;;
1kmN6595E0612;3;3;1;2;0;;
1kmN6598E0564;3;3;1;2;0;;
1kmN6603E0615;3;3;1;2;0;;
1kmN6605E0541;3;3;1;2;0;;
1kmN6399E0631;3;3;2;1;0;;
1kmN6404E0633;3;3;2;1;0;;
1kmN6431E0678;3;3;2;1;0;;
1kmN6431E0686;3;3;2;1;0;;
1kmN6437E0638;3;3;2;1;0;;
1kmN6441E0531;3;3;2;1;0;;
1kmN6443E0640;3;3;2;1;0;;
1kmN6443E0647;3;3;2;1;0;;
1kmN6444E0633;3;3;2;1;0;;
1kmN6445E0535;3;3;2;1;0;;
1kmN6455E0600;3;3;2;1;0;;
1kmN6455E0693;3;3;2;1;0;;
1kmN6457E0583;3;3;2;1;0;;
1kmN6461E0516;3;3;2;1;0;;
1kmN6465E0643;3;3;2;1;0;;
1kmN6467E0605;3;3;2;1;0;;
1kmN6470E0399;3;3;2;1;0;;
1kmN6478E0391;3;3;2;1;0;;
1kmN6501E0519;3;3;2;1;0;;
1kmN6507E0488;3;3;2;1;0;;
1kmN6515E0559;3;3;2;1;0;;
1kmN6520E0425;3;3;2;1;0;;
1kmN6534E0390;3;3;2;1;0;;
1kmN6534E0511;3;3;2;1;0;;
1kmN6537E0660;3;3;2;1;0;;
1kmN6550E0542;3;3;2;1;0;;
1kmN6552E0690;3;3;2;1;0;;
1kmN6558E0629;3;3;2;1;0;;
1kmN6559E0503;3;3;2;1;0;;
1kmN6568E0628;3;3;2;1;0;;
1kmN6592E0594;3;3;2;1;0;;
1kmN6380E0654;1,5;3;;;;;
1kmN6380E0655;1,5;3;;;;;
1kmN6380E0657;1,5;3;;;;;
1kmN6382E0653;1,5;3;;;;;
1kmN6382E0696;1,5;3;;;;;
1kmN6383E0649;1,5;3;;;;;
1kmN6383E0652;1,5;3;;;;;
1kmN6383E0658;1,5;3;;;;;
1kmN6383E0694;1,5;3;;;;;
1kmN6384E0649;1,5;3;;;;;
1kmN6384E0655;1,5;3;;;;;
1kmN6384E0662;1,5;3;;;;;
1kmN6385E0637;1,5;3;;;;;
1kmN6385E0658;1,5;3;;;;;
1kmN6385E0666;1,5;3;;;;;
1kmN6385E0692;1,5;3;;;;;
1kmN6385E0693;1,5;3;;;;;
1kmN6386E0642;1,5;3;;;;;
1kmN6386E0651;1,5;3;;;;;
1kmN6386E0655;1,5;3;;;;;
1kmN6386E0658;1,5;3;;;;;
1kmN6386E0661;1,5;3;;;;;
1kmN6386E0663;1,5;3;;;;;
1kmN6386E0664;1,5;3;;;;;
1kmN6386E0667;1,5;3;;;;;
1kmN6386E0682;1,5;3;;;;;
1kmN6386E0684;1,5;3;;;;;
1kmN6386E0691;1,5;3;;;;;
1kmN6386E0697;1,5;3;;;;;
1kmN6386E0698;1,5;3;;;;;
1kmN6387E0658;1,5;3;;;;;
1kmN6387E0661;1,5;3;;;;;
1kmN6387E0664;1,5;3;;;;;
1kmN6387E0665;1,5;3;;;;;
1kmN6387E0682;1,5;3;;;;;
1kmN6387E0683;1,5;3;;;;;
1kmN6387E0689;1,5;3;;;;;
1kmN6387E0694;1,5;3;;;;;
1kmN6388E0639;1,5;3;;;;;
1kmN6388E0642;1,5;3;;;;;
1kmN6388E0645;1,5;3;;;;;
1kmN6388E0650;1,5;3;;;;;
1kmN6388E0666;1,5;3;;;;;
1kmN6388E0681;1,5;3;;;;;
1kmN6388E0682;1,5;3;;;;;
1kmN6388E0684;1,5;3;;;;;
1kmN6388E0690;1,5;3;;;;;
1kmN6388E0691;1,5;3;;;;;
1kmN6388E0699;1,5;3;;;;;
1kmN6389E0645;1,5;3;;;;;
1kmN6389E0646;1,5;3;;;;;
1kmN6389E0664;1,5;3;;;;;
1kmN6389E0668;1,5;3;;;;;
1kmN6389E0687;1,5;3;;;;;
1kmN6389E0691;1,5;3;;;;;
1kmN6389E0698;1,5;3;;;;;
1kmN6390E0643;1,5;3;;;;;
1kmN6390E0654;1,5;3;;;;;
1kmN6390E0660;1,5;3;;;;;
1kmN6390E0687;1,5;3;;;;;
1kmN6390E0695;1,5;3;;;;;
1kmN6390E0696;1,5;3;;;;;
1kmN6390E0697;1,5;3;;;;;
1kmN6390E0699;1,5;3;;;;;
1kmN6390E0700;1,5;3;;;;;
1kmN6390E0701;1,5;3;;;;;
1kmN6390E0702;1,5;3;;;;;
1kmN6391E0635;1,5;3;;;;;
1kmN6391E0640;1,5;3;;;;;
1kmN6391E0652;1,5;3;;;;;
1kmN6391E0670;1,5;3;;;;;
1kmN6391E0681;1,5;3;;;;;
1kmN6391E0685;1,5;3;;;;;
1kmN6391E0687;1,5;3;;;;;
1kmN6392E0638;1,5;3;;;;;
1kmN6392E0657;1,5;3;;;;;
1kmN6392E0661;1,5;3;;;;;
1kmN6392E0663;1,5;3;;;;;
1kmN6392E0667;1,5;3;;;;;
1kmN6392E0670;1,5;3;;;;;
1kmN6392E0671;1,5;3;;;;;
1kmN6392E0672;1,5;3;;;;;
1kmN6392E0686;1,5;3;;;;;
1kmN6392E0689;1,5;3;;;;;
1kmN6392E0699;1,5;3;;;;;
1kmN6393E0633;1,5;3;;;;;
1kmN6393E0636;1,5;3;;;;;
1kmN6393E0638;1,5;3;;;;;
1kmN6393E0648;1,5;3;;;;;
1kmN6393E0657;1,5;3;;;;;
1kmN6393E0661;1,5;3;;;;;
1kmN6393E0664;1,5;3;;;;;
1kmN6393E0679;1,5;3;;;;;
1kmN6393E0682;1,5;3;;;;;
1kmN6393E0687;1,5;3;;;;;
1kmN6393E0698;1,5;3;;;;;
1kmN6394E0632;1,5;3;;;;;
1kmN6394E0636;1,5;3;;;;;
1kmN6394E0644;1,5;3;;;;;
1kmN6394E0656;1,5;3;;;;;
1kmN6394E0662;1,5;3;;;;;
1kmN6394E0672;1,5;3;;;;;
1kmN6394E0676;1,5;3;;;;;
1kmN6394E0678;1,5;3;;;;;
1kmN6394E0685;1,5;3;;;;;
1kmN6394E0686;1,5;3;;;;;
1kmN6394E0695;1,5;3;;;;;
1kmN6394E0697;1,5;3;;;;;
1kmN6395E0634;1,5;3;;;;;
1kmN6395E0637;1,5;3;;;;;
1kmN6395E0639;1,5;3;;;;;
1kmN6395E0644;1,5;3;;;;;
1kmN6395E0665;1,5;3;;;;;
1kmN6395E0676;1,5;3;;;;;
1kmN6395E0686;1,5;3;;;;;
1kmN6395E0693;1,5;3;;;;;
1kmN6395E0697;1,5;3;;;;;
1kmN6395E0701;1,5;3;;;;;
1kmN6396E0637;1,5;3;;;;;
1kmN6396E0638;1,5;3;;;;;
1kmN6396E0668;1,5;3;;;;;
1kmN6396E0673;1,5;3;;;;;
1kmN6396E0675;1,5;3;;;;;
1kmN6396E0678;1,5;3;;;;;
1kmN6396E0679;1,5;3;;;;;
1kmN6396E0681;1,5;3;;;;;
1kmN6396E0691;1,5;3;;;;;
1kmN6396E0692;1,5;3;;;;;
1kmN6396E0693;1,5;3;;;;;
1kmN6396E0699;1,5;3;;;;;
1kmN6397E0636;1,5;3;;;;;
1kmN6397E0638;1,5;3;;;;;
1kmN6397E0640;1,5;3;;;;;
1kmN6397E0650;1,5;3;;;;;
1kmN6397E0677;1,5;3;;;;;
1kmN6397E0699;1,5;3;;;;;
1kmN6397E0701;1,5;3;;;;;
1kmN6398E0636;1,5;3;;;;;
1kmN6398E0638;1,5;3;;;;;
1kmN6398E0639;1,5;3;;;;;
1kmN6398E0645;1,5;3;;;;;
1kmN6398E0646;1,5;3;;;;;
1kmN6398E0650;1,5;3;;;;;
1kmN6398E0670;1,5;3;;;;;
1kmN6398E0680;1,5;3;;;;;
1kmN6398E0682;1,5;3;;;;;
1kmN6398E0689;1,5;3;;;;;
1kmN6398E0691;1,5;3;;;;;
1kmN6398E0694;1,5;3;;;;;
1kmN6399E0632;1,5;3;;;;;
1kmN6399E0673;1,5;3;;;;;
1kmN6399E0677;1,5;3;;;;;
1kmN6399E0678;1,5;3;;;;;
1kmN6399E0685;1,5;3;;;;;
1kmN6399E0700;1,5;3;;;;;
1kmN6400E0632;1,5;3;;;;;
1kmN6400E0634;1,5;3;;;;;
1kmN6400E0636;1,5;3;;;;;
1kmN6400E0637;1,5;3;;;;;
1kmN6400E0638;1,5;3;;;;;
1kmN6400E0639;1,5;3;;;;;
1kmN6400E0650;1,5;3;;;;;
1kmN6400E0657;1,5;3;;;;;
1kmN6400E0672;1,5;3;;;;;
1kmN6400E0697;1,5;3;;;;;
1kmN6400E0701;1,5;3;;;;;
1kmN6401E0632;1,5;3;;;;;
1kmN6401E0637;1,5;3;;;;;
1kmN6401E0639;1,5;3;;;;;
1kmN6401E0640;1,5;3;;;;;
1kmN6401E0641;1,5;3;;;;;
1kmN6401E0650;1,5;3;;;;;
1kmN6401E0663;1,5;3;;;;;
1kmN6401E0670;1,5;3;;;;;
1kmN6401E0689;1,5;3;;;;;
1kmN6401E0690;1,5;3;;;;;
1kmN6401E0694;1,5;3;;;;;
1kmN6401E0700;1,5;3;;;;;
1kmN6402E0628;1,5;3;;;;;
1kmN6402E0629;1,5;3;;;;;
1kmN6402E0632;1,5;3;;;;;
1kmN6402E0637;1,5;3;;;;;
1kmN6402E0638;1,5;3;;;;;
1kmN6402E0640;1,5;3;;;;;
1kmN6402E0643;1,5;3;;;;;
1kmN6402E0653;1,5;3;;;;;
1kmN6402E0656;1,5;3;;;;;
1kmN6402E0660;1,5;3;;;;;
1kmN6402E0668;1,5;3;;;;;
1kmN6402E0678;1,5;3;;;;;
1kmN6402E0680;1,5;3;;;;;
1kmN6402E0683;1,5;3;;;;;
1kmN6402E0684;1,5;3;;;;;
1kmN6402E0695;1,5;3;;;;;
1kmN6402E0702;1,5;3;;;;;
1kmN6402E0706;1,5;3;;;;;
1kmN6403E0629;1,5;3;;;;;
1kmN6403E0633;1,5;3;;;;;
1kmN6403E0648;1,5;3;;;;;
1kmN6403E0651;1,5;3;;;;;
1kmN6403E0655;1,5;3;;;;;
1kmN6403E0664;1,5;3;;;;;
1kmN6403E0679;1,5;3;;;;;
1kmN6403E0680;1,5;3;;;;;
1kmN6403E0702;1,5;3;;;;;
1kmN6403E0706;1,5;3;;;;;
1kmN6404E0627;1,5;3;;;;;
1kmN6404E0656;1,5;3;;;;;
1kmN6404E0660;1,5;3;;;;;
1kmN6404E0669;1,5;3;;;;;
1kmN6404E0676;1,5;3;;;;;
1kmN6404E0683;1,5;3;;;;;
1kmN6404E0692;1,5;3;;;;;
1kmN6404E0706;1,5;3;;;;;
1kmN6405E0456;1,5;3;;;;;
1kmN6405E0628;1,5;3;;;;;
1kmN6405E0634;1,5;3;;;;;
1kmN6405E0635;1,5;3;;;;;
1kmN6405E0639;1,5;3;;;;;
1kmN6405E0654;1,5;3;;;;;
1kmN6405E0660;1,5;3;;;;;
1kmN6405E0662;1,5;3;;;;;
1kmN6405E0672;1,5;3;;;;;
1kmN6405E0676;1,5;3;;;;;
1kmN6405E0682;1,5;3;;;;;
1kmN6405E0688;1,5;3;;;;;
1kmN6406E0630;1,5;3;;;;;
1kmN6406E0636;1,5;3;;;;;
1kmN6406E0637;1,5;3;;;;;
1kmN6406E0638;1,5;3;;;;;
1kmN6406E0642;1,5;3;;;;;
1kmN6406E0643;1,5;3;;;;;
1kmN6406E0646;1,5;3;;;;;
1kmN6406E0647;1,5;3;;;;;
1kmN6406E0653;1,5;3;;;;;
1kmN6406E0654;1,5;3;;;;;
1kmN6406E0656;1,5;3;;;;;
1kmN6406E0661;1,5;3;;;;;
1kmN6406E0664;1,5;3;;;;;
1kmN6406E0675;1,5;3;;;;;
1kmN6406E0678;1,5;3;;;;;
1kmN6406E0687;1,5;3;;;;;
1kmN6406E0688;1,5;3;;;;;
1kmN6406E0693;1,5;3;;;;;
1kmN6406E0695;1,5;3;;;;;
1kmN6406E0696;1,5;3;;;;;
1kmN6406E0702;1,5;3;;;;;
1kmN6406E0704;1,5;3;;;;;
1kmN6407E0631;1,5;3;;;;;
1kmN6407E0635;1,5;3;;;;;
1kmN6407E0642;1,5;3;;;;;
1kmN6407E0651;1,5;3;;;;;
1kmN6407E0656;1,5;3;;;;;
1kmN6407E0661;1,5;3;;;;;
1kmN6407E0669;1,5;3;;;;;
1kmN6407E0676;1,5;3;;;;;
1kmN6407E0677;1,5;3;;;;;
1kmN6407E0688;1,5;3;;;;;
1kmN6407E0696;1,5;3;;;;;
1kmN6407E0699;1,5;3;;;;;
1kmN6407E0700;1,5;3;;;;;
1kmN6407E0704;1,5;3;;;;;
1kmN6408E0626;1,5;3;;;;;
1kmN6408E0629;1,5;3;;;;;
1kmN6408E0632;1,5;3;;;;;
1kmN6408E0642;1,5;3;;;;;
1kmN6408E0643;1,5;3;;;;;
1kmN6408E0651;1,5;3;;;;;
1kmN6408E0652;1,5;3;;;;;
1kmN6408E0657;1,5;3;;;;;
1kmN6408E0658;1,5;3;;;;;
1kmN6408E0667;1,5;3;;;;;
1kmN6408E0668;1,5;3;;;;;
1kmN6408E0676;1,5;3;;;;;
1kmN6408E0681;1,5;3;;;;;
1kmN6408E0687;1,5;3;;;;;
1kmN6408E0690;1,5;3;;;;;
1kmN6408E0706;1,5;3;;;;;
1kmN6409E0628;1,5;3;;;;;
1kmN6409E0636;1,5;3;;;;;
1kmN6409E0637;1,5;3;;;;;
1kmN6409E0642;1,5;3;;;;;
1kmN6409E0646;1,5;3;;;;;
1kmN6409E0651;1,5;3;;;;;
1kmN6409E0654;1,5;3;;;;;
1kmN6409E0656;1,5;3;;;;;
1kmN6409E0658;1,5;3;;;;;
1kmN6409E0671;1,5;3;;;;;
1kmN6409E0674;1,5;3;;;;;
1kmN6409E0687;1,5;3;;;;;
1kmN6409E0689;1,5;3;;;;;
1kmN6410E0621;1,5;3;;;;;
1kmN6410E0622;1,5;3;;;;;
1kmN6410E0630;1,5;3;;;;;
1kmN6410E0634;1,5;3;;;;;
1kmN6410E0642;1,5;3;;;;;
1kmN6410E0644;1,5;3;;;;;
1kmN6410E0657;1,5;3;;;;;
1kmN6410E0676;1,5;3;;;;;
1kmN6410E0689;1,5;3;;;;;
1kmN6410E0697;1,5;3;;;;;
1kmN6410E0698;1,5;3;;;;;
1kmN6411E0622;1,5;3;;;;;
1kmN6411E0631;1,5;3;;;;;
1kmN6411E0634;1,5;3;;;;;
1kmN6411E0652;1,5;3;;;;;
1kmN6411E0655;1,5;3;;;;;
1kmN6411E0659;1,5;3;;;;;
1kmN6411E0686;1,5;3;;;;;
1kmN6411E0702;1,5;3;;;;;
1kmN6411E0703;1,5;3;;;;;
1kmN6411E0709;1,5;3;;;;;
1kmN6412E0628;1,5;3;;;;;
1kmN6412E0636;1,5;3;;;;;
1kmN6412E0654;1,5;3;;;;;
1kmN6412E0658;1,5;3;;;;;
1kmN6412E0701;1,5;3;;;;;
1kmN6413E0635;1,5;3;;;;;
1kmN6413E0640;1,5;3;;;;;
1kmN6413E0655;1,5;3;;;;;
1kmN6413E0656;1,5;3;;;;;
1kmN6413E0659;1,5;3;;;;;
1kmN6413E0673;1,5;3;;;;;
1kmN6413E0675;1,5;3;;;;;
1kmN6413E0681;1,5;3;;;;;
1kmN6413E0682;1,5;3;;;;;
1kmN6413E0689;1,5;3;;;;;
1kmN6413E0704;1,5;3;;;;;
1kmN6413E0705;1,5;3;;;;;
1kmN6413E0709;1,5;3;;;;;
1kmN6414E0640;1,5;3;;;;;
1kmN6414E0657;1,5;3;;;;;
1kmN6414E0682;1,5;3;;;;;
1kmN6414E0688;1,5;3;;;;;
1kmN6414E0697;1,5;3;;;;;
1kmN6414E0698;1,5;3;;;;;
1kmN6414E0708;1,5;3;;;;;
1kmN6414E0710;1,5;3;;;;;
1kmN6415E0523;1,5;3;;;;;
1kmN6415E0625;1,5;3;;;;;
1kmN6415E0626;1,5;3;;;;;
1kmN6415E0631;1,5;3;;;;;
1kmN6415E0634;1,5;3;;;;;
1kmN6415E0637;1,5;3;;;;;
1kmN6415E0645;1,5;3;;;;;
1kmN6415E0648;1,5;3;;;;;
1kmN6415E0662;1,5;3;;;;;
1kmN6415E0663;1,5;3;;;;;
1kmN6415E0684;1,5;3;;;;;
1kmN6415E0686;1,5;3;;;;;
1kmN6415E0700;1,5;3;;;;;
1kmN6416E0523;1,5;3;;;;;
1kmN6416E0524;1,5;3;;;;;
1kmN6416E0525;1,5;3;;;;;
1kmN6416E0613;1,5;3;;;;;
1kmN6416E0624;1,5;3;;;;;
1kmN6416E0638;1,5;3;;;;;
1kmN6416E0639;1,5;3;;;;;
1kmN6416E0650;1,5;3;;;;;
1kmN6416E0670;1,5;3;;;;;
1kmN6416E0680;1,5;3;;;;;
1kmN6416E0699;1,5;3;;;;;
1kmN6417E0521;1,5;3;;;;;
1kmN6417E0526;1,5;3;;;;;
1kmN6417E0620;1,5;3;;;;;
1kmN6417E0623;1,5;3;;;;;
1kmN6417E0636;1,5;3;;;;;
1kmN6417E0644;1,5;3;;;;;
1kmN6417E0645;1,5;3;;;;;
1kmN6417E0658;1,5;3;;;;;
1kmN6417E0659;1,5;3;;;;;
1kmN6417E0661;1,5;3;;;;;
1kmN6417E0662;1,5;3;;;;;
1kmN6417E0666;1,5;3;;;;;
1kmN6417E0667;1,5;3;;;;;
1kmN6417E0669;1,5;3;;;;;
1kmN6417E0670;1,5;3;;;;;
1kmN6417E0695;1,5;3;;;;;
1kmN6417E0702;1,5;3;;;;;
1kmN6417E0704;1,5;3;;;;;
1kmN6417E0706;1,5;3;;;;;
1kmN6417E0715;1,5;3;;;;;
1kmN6418E0525;1,5;3;;;;;
1kmN6418E0526;1,5;3;;;;;
1kmN6418E0610;1,5;3;;;;;
1kmN6418E0613;1,5;3;;;;;
1kmN6418E0615;1,5;3;;;;;
1kmN6418E0616;1,5;3;;;;;
1kmN6418E0618;1,5;3;;;;;
1kmN6418E0621;1,5;3;;;;;
1kmN6418E0653;1,5;3;;;;;
1kmN6418E0658;1,5;3;;;;;
1kmN6418E0662;1,5;3;;;;;
1kmN6418E0672;1,5;3;;;;;
1kmN6418E0680;1,5;3;;;;;
1kmN6418E0694;1,5;3;;;;;
1kmN6418E0699;1,5;3;;;;;
1kmN6418E0720;1,5;3;;;;;
1kmN6419E0610;1,5;3;;;;;
1kmN6419E0613;1,5;3;;;;;
1kmN6419E0630;1,5;3;;;;;
1kmN6419E0632;1,5;3;;;;;
1kmN6419E0636;1,5;3;;;;;
1kmN6419E0637;1,5;3;;;;;
1kmN6419E0644;1,5;3;;;;;
1kmN6419E0652;1,5;3;;;;;
1kmN6419E0656;1,5;3;;;;;
1kmN6419E0658;1,5;3;;;;;
1kmN6419E0669;1,5;3;;;;;
1kmN6419E0674;1,5;3;;;;;
1kmN6419E0679;1,5;3;;;;;
1kmN6419E0691;1,5;3;;;;;
1kmN6419E0697;1,5;3;;;;;
1kmN6419E0698;1,5;3;;;;;
1kmN6419E0712;1,5;3;;;;;
1kmN6419E0721;1,5;3;;;;;
1kmN6420E0604;1,5;3;;;;;
1kmN6420E0608;1,5;3;;;;;
1kmN6420E0610;1,5;3;;;;;
1kmN6420E0611;1,5;3;;;;;
1kmN6420E0637;1,5;3;;;;;
1kmN6420E0644;1,5;3;;;;;
1kmN6420E0652;1,5;3;;;;;
1kmN6420E0657;1,5;3;;;;;
1kmN6420E0658;1,5;3;;;;;
1kmN6420E0661;1,5;3;;;;;
1kmN6420E0666;1,5;3;;;;;
1kmN6420E0683;1,5;3;;;;;
1kmN6420E0686;1,5;3;;;;;
1kmN6420E0696;1,5;3;;;;;
1kmN6420E0697;1,5;3;;;;;
1kmN6420E0702;1,5;3;;;;;
1kmN6420E0710;1,5;3;;;;;
1kmN6421E0610;1,5;3;;;;;
1kmN6421E0614;1,5;3;;;;;
1kmN6421E0620;1,5;3;;;;;
1kmN6421E0630;1,5;3;;;;;
1kmN6421E0645;1,5;3;;;;;
1kmN6421E0653;1,5;3;;;;;
1kmN6421E0654;1,5;3;;;;;
1kmN6421E0668;1,5;3;;;;;
1kmN6421E0673;1,5;3;;;;;
1kmN6421E0674;1,5;3;;;;;
1kmN6421E0691;1,5;3;;;;;
1kmN6421E0694;1,5;3;;;;;
1kmN6422E0386;1,5;3;;;;;
1kmN6422E0536;1,5;3;;;;;
1kmN6422E0605;1,5;3;;;;;
1kmN6422E0609;1,5;3;;;;;
1kmN6422E0615;1,5;3;;;;;
1kmN6422E0624;1,5;3;;;;;
1kmN6422E0630;1,5;3;;;;;
1kmN6422E0641;1,5;3;;;;;
1kmN6422E0643;1,5;3;;;;;
1kmN6422E0660;1,5;3;;;;;
1kmN6422E0678;1,5;3;;;;;
1kmN6422E0692;1,5;3;;;;;
1kmN6422E0693;1,5;3;;;;;
1kmN6422E0720;1,5;3;;;;;
1kmN6422E0723;1,5;3;;;;;
1kmN6423E0385;1,5;3;;;;;
1kmN6423E0387;1,5;3;;;;;
1kmN6423E0533;1,5;3;;;;;
1kmN6423E0605;1,5;3;;;;;
1kmN6423E0606;1,5;3;;;;;
1kmN6423E0613;1,5;3;;;;;
1kmN6423E0614;1,5;3;;;;;
1kmN6423E0615;1,5;3;;;;;
1kmN6423E0616;1,5;3;;;;;
1kmN6423E0618;1,5;3;;;;;
1kmN6423E0630;1,5;3;;;;;
1kmN6423E0631;1,5;3;;;;;
1kmN6423E0642;1,5;3;;;;;
1kmN6423E0647;1,5;3;;;;;
1kmN6423E0649;1,5;3;;;;;
1kmN6423E0664;1,5;3;;;;;
1kmN6423E0665;1,5;3;;;;;
1kmN6423E0667;1,5;3;;;;;
1kmN6423E0678;1,5;3;;;;;
1kmN6423E0690;1,5;3;;;;;
1kmN6423E0705;1,5;3;;;;;
1kmN6423E0708;1,5;3;;;;;
1kmN6424E0381;1,5;3;;;;;
1kmN6424E0382;1,5;3;;;;;
1kmN6424E0386;1,5;3;;;;;
1kmN6424E0525;1,5;3;;;;;
1kmN6424E0531;1,5;3;;;;;
1kmN6424E0594;1,5;3;;;;;
1kmN6424E0595;1,5;3;;;;;
1kmN6424E0603;1,5;3;;;;;
1kmN6424E0611;1,5;3;;;;;
1kmN6424E0612;1,5;3;;;;;
1kmN6424E0614;1,5;3;;;;;
1kmN6424E0619;1,5;3;;;;;
1kmN6424E0627;1,5;3;;;;;
1kmN6424E0645;1,5;3;;;;;
1kmN6424E0646;1,5;3;;;;;
1kmN6424E0655;1,5;3;;;;;
1kmN6424E0656;1,5;3;;;;;
